year,source,measure,value
2001,Population_and_vital_statistics,avg_life_expect_at_birth_M,68.15
2001,Population_and_vital_statistics,avg_life_expect_at_birth_F,76.46
2001,Population_and_vital_statistics,death_by_infectious_and_parasitic,611
2001,Population_and_vital_statistics,death_by_neoplasm,33757
2001,Population_and_vital_statistics,death_by_circulatory_system_disease,67423
2001,Population_and_vital_statistics,death_by_respitory_system_disease,4334
2001,Population_and_vital_statistics,death_by_digestive_system_disease,9548
2001,Population_and_vital_statistics,death_by_accidents,6063
2001,Population_and_vital_statistics,death_by_suicides,2979
2001,Population_and_vital_statistics,death_by_other,7468
2002,Population_and_vital_statistics,population_0101_000,10175
2002,Population_and_vital_statistics,live_birth_total,96804
2002,Population_and_vital_statistics,live_birth_000_inhabitant,9.5
2002,Population_and_vital_statistics,deaths_total,132833
2002,Population_and_vital_statistics,deaths_000_inhabitant,13.1
2002,Population_and_vital_statistics,natural_incr_decr_toal,-36029
2002,Population_and_vital_statistics,natural_incr_decr_000_inhabitant,-3.5
2002,Population_and_vital_statistics,infant_mortality_000_live_born,7.2
2002,Population_and_vital_statistics,marriages_total,46008
2002,Population_and_vital_statistics,marriages_000_inhabitant,4.5
2002,Population_and_vital_statistics,divorces_total,25506
2002,Population_and_vital_statistics,divorces_000_inhabitant,2.5
2002,Population_and_vital_statistics,abortion_total,56075
2002,Population_and_vital_statistics,abortion_000_live_birth,57.9
2002,Population_and_vital_statistics,fertitlity_rate_total,1.31
2002,Population_and_vital_statistics,avg_life_expect_at_birth_M,68.26
2002,Population_and_vital_statistics,avg_life_expect_at_birth_F,76.56
2002,Population_and_vital_statistics,death_by_infectious_and_parasitic,576
2002,Population_and_vital_statistics,death_by_neoplasm,33537
2002,Population_and_vital_statistics,death_by_circulatory_system_disease,67826
2002,Population_and_vital_statistics,death_by_respitory_system_disease,4701
2002,Population_and_vital_statistics,death_by_digestive_system_disease,9189
2002,Population_and_vital_statistics,death_by_accidents,6246
2002,Population_and_vital_statistics,death_by_suicides,2843
2002,Population_and_vital_statistics,death_by_other,7915
2003,Population_and_vital_statistics,population_0101_000,10142
2003,Population_and_vital_statistics,live_birth_total,94647
2003,Population_and_vital_statistics,live_birth_000_inhabitant,9.3
2003,Population_and_vital_statistics,deaths_total,135823
2003,Population_and_vital_statistics,deaths_000_inhabitant,13.4
2003,Population_and_vital_statistics,natural_incr_decr_toal,-41176
2003,Population_and_vital_statistics,natural_incr_decr_000_inhabitant,-4.1
2003,Population_and_vital_statistics,infant_mortality_000_live_born,7.3
2003,Population_and_vital_statistics,marriages_total,45398
2003,Population_and_vital_statistics,marriages_000_inhabitant,4.5
2003,Population_and_vital_statistics,divorces_total,25046
2003,Population_and_vital_statistics,divorces_000_inhabitant,2.5
2003,Population_and_vital_statistics,abortion_total,53789
2003,Population_and_vital_statistics,abortion_000_live_birth,56.8
2003,Population_and_vital_statistics,fertitlity_rate_total,1.28
2003,Population_and_vital_statistics,avg_life_expect_at_birth_M,68.29
2003,Population_and_vital_statistics,avg_life_expect_at_birth_F,76.53
2003,Population_and_vital_statistics,death_by_infectious_and_parasitic,499
2003,Population_and_vital_statistics,death_by_neoplasm,34062
2003,Population_and_vital_statistics,death_by_circulatory_system_disease,69050
2003,Population_and_vital_statistics,death_by_respitory_system_disease,5439
2003,Population_and_vital_statistics,death_by_digestive_system_disease,9445
2003,Population_and_vital_statistics,death_by_accidents,6303
2003,Population_and_vital_statistics,death_by_suicides,2801
2003,Population_and_vital_statistics,death_by_other,8224
2004,Population_and_vital_statistics,population_0101_000,10117
2004,Population_and_vital_statistics,live_birth_total,95137
2004,Population_and_vital_statistics,live_birth_000_inhabitant,9.4
2004,Population_and_vital_statistics,deaths_total,132492
2004,Population_and_vital_statistics,deaths_000_inhabitant,13.1
2004,Population_and_vital_statistics,natural_incr_decr_toal,-37355
2004,Population_and_vital_statistics,natural_incr_decr_000_inhabitant,-3.7
2004,Population_and_vital_statistics,infant_mortality_000_live_born,6.6
2004,Population_and_vital_statistics,marriages_total,43791
2004,Population_and_vital_statistics,marriages_000_inhabitant,4.3
2004,Population_and_vital_statistics,divorces_total,24638
2004,Population_and_vital_statistics,divorces_000_inhabitant,2.4
2004,Population_and_vital_statistics,abortion_total,52539
2004,Population_and_vital_statistics,abortion_000_live_birth,55.2
2004,Population_and_vital_statistics,fertitlity_rate_total,1.28
2004,Population_and_vital_statistics,avg_life_expect_at_birth_M,68.59
2004,Population_and_vital_statistics,avg_life_expect_at_birth_F,76.91
2004,Population_and_vital_statistics,death_by_infectious_and_parasitic,490
2004,Population_and_vital_statistics,death_by_neoplasm,34056
2004,Population_and_vital_statistics,death_by_circulatory_system_disease,67165
2004,Population_and_vital_statistics,death_by_respitory_system_disease,5215
2004,Population_and_vital_statistics,death_by_digestive_system_disease,9144
2004,Population_and_vital_statistics,death_by_accidents,6005
2004,Population_and_vital_statistics,death_by_suicides,2742
2004,Population_and_vital_statistics,death_by_other,7675
2005,Population_and_vital_statistics,population_0101_000,10098
2005,Population_and_vital_statistics,live_birth_total,97496
2005,Population_and_vital_statistics,live_birth_000_inhabitant,9.7
2005,Population_and_vital_statistics,deaths_total,135732
2005,Population_and_vital_statistics,deaths_000_inhabitant,13.5
2005,Population_and_vital_statistics,natural_incr_decr_toal,-38236
2005,Population_and_vital_statistics,natural_incr_decr_000_inhabitant,-3.8
2005,Population_and_vital_statistics,infant_mortality_000_live_born,6.2
2005,Population_and_vital_statistics,marriages_total,44234
2005,Population_and_vital_statistics,marriages_000_inhabitant,4.4
2005,Population_and_vital_statistics,divorces_total,24804
2005,Population_and_vital_statistics,divorces_000_inhabitant,2.5
2005,Population_and_vital_statistics,abortion_total,48689
2005,Population_and_vital_statistics,abortion_000_live_birth,49.9
2005,Population_and_vital_statistics,fertitlity_rate_total,1.32
2005,Population_and_vital_statistics,avg_life_expect_at_birth_M,68.56
2005,Population_and_vital_statistics,avg_life_expect_at_birth_F,76.93
2005,Population_and_vital_statistics,death_by_infectious_and_parasitic,501
2005,Population_and_vital_statistics,death_by_neoplasm,32057
2005,Population_and_vital_statistics,death_by_circulatory_system_disease,70938
2005,Population_and_vital_statistics,death_by_respitory_system_disease,6502
2005,Population_and_vital_statistics,death_by_digestive_system_disease,8504
2005,Population_and_vital_statistics,death_by_accidents,5078
2005,Population_and_vital_statistics,death_by_suicides,2621
2005,Population_and_vital_statistics,death_by_other,9531
2006,Population_and_vital_statistics,population_0101_000,10077
2006,Population_and_vital_statistics,live_birth_total,99871
2006,Population_and_vital_statistics,live_birth_000_inhabitant,9.9
2006,Population_and_vital_statistics,deaths_total,131603
2006,Population_and_vital_statistics,deaths_000_inhabitant,13.1
2006,Population_and_vital_statistics,natural_incr_decr_toal,-31732
2006,Population_and_vital_statistics,natural_incr_decr_000_inhabitant,-3.2
2006,Population_and_vital_statistics,infant_mortality_000_live_born,5.7
2006,Population_and_vital_statistics,marriages_total,44528
2006,Population_and_vital_statistics,marriages_000_inhabitant,4.4
2006,Population_and_vital_statistics,divorces_total,24869
2006,Population_and_vital_statistics,divorces_000_inhabitant,2.5
2006,Population_and_vital_statistics,abortion_total,46324
2006,Population_and_vital_statistics,abortion_000_live_birth,46.4
2006,Population_and_vital_statistics,fertitlity_rate_total,1.35
2006,Population_and_vital_statistics,avg_life_expect_at_birth_M,69.03
2006,Population_and_vital_statistics,avg_life_expect_at_birth_F,77.35
2006,Population_and_vital_statistics,death_by_infectious_and_parasitic,435
2006,Population_and_vital_statistics,death_by_neoplasm,32396
2006,Population_and_vital_statistics,death_by_circulatory_system_disease,66561
2006,Population_and_vital_statistics,death_by_respitory_system_disease,6287
2006,Population_and_vital_statistics,death_by_digestive_system_disease,8638
2006,Population_and_vital_statistics,death_by_accidents,4816
2006,Population_and_vital_statistics,death_by_suicides,2461
2006,Population_and_vital_statistics,death_by_other,10009
2007,Population_and_vital_statistics,population_0101_000,10066
2007,Population_and_vital_statistics,live_birth_total,97613
2007,Population_and_vital_statistics,live_birth_000_inhabitant,9.7
2007,Population_and_vital_statistics,deaths_total,132938
2007,Population_and_vital_statistics,deaths_000_inhabitant,13.2
2007,Population_and_vital_statistics,natural_incr_decr_toal,-35325
2007,Population_and_vital_statistics,natural_incr_decr_000_inhabitant,-3.5
2007,Population_and_vital_statistics,infant_mortality_000_live_born,5.9
2007,Population_and_vital_statistics,marriages_total,40842
2007,Population_and_vital_statistics,marriages_000_inhabitant,4.1
2007,Population_and_vital_statistics,divorces_total,25160
2007,Population_and_vital_statistics,divorces_000_inhabitant,2.5
2007,Population_and_vital_statistics,abortion_total,43870
2007,Population_and_vital_statistics,abortion_000_live_birth,44.9
2007,Population_and_vital_statistics,fertitlity_rate_total,1.32
2007,Population_and_vital_statistics,avg_life_expect_at_birth_M,69.19
2007,Population_and_vital_statistics,avg_life_expect_at_birth_F,77.34
2007,Population_and_vital_statistics,death_by_infectious_and_parasitic,480
2007,Population_and_vital_statistics,death_by_neoplasm,32747
2007,Population_and_vital_statistics,death_by_circulatory_system_disease,66547
2007,Population_and_vital_statistics,death_by_respitory_system_disease,6771
2007,Population_and_vital_statistics,death_by_digestive_system_disease,8814
2007,Population_and_vital_statistics,death_by_accidents,4663
2007,Population_and_vital_statistics,death_by_suicides,2450
2007,Population_and_vital_statistics,death_by_other,10466
2008,Population_and_vital_statistics,population_0101_000,10045
2008,Population_and_vital_statistics,live_birth_total,99149
2008,Population_and_vital_statistics,live_birth_000_inhabitant,9.9
2008,Population_and_vital_statistics,deaths_total,130027
2008,Population_and_vital_statistics,deaths_000_inhabitant,13.0
2008,Population_and_vital_statistics,natural_incr_decr_toal,-30878
2008,Population_and_vital_statistics,natural_incr_decr_000_inhabitant,-3.1
2008,Population_and_vital_statistics,infant_mortality_000_live_born,5.6
2008,Population_and_vital_statistics,marriages_total,40105
2008,Population_and_vital_statistics,marriages_000_inhabitant,4.0
2008,Population_and_vital_statistics,divorces_total,25155
2008,Population_and_vital_statistics,divorces_000_inhabitant,2.5
2008,Population_and_vital_statistics,abortion_total,44089
2008,Population_and_vital_statistics,abortion_000_live_birth,44.5
2008,Population_and_vital_statistics,fertitlity_rate_total,1.35
2008,Population_and_vital_statistics,avg_life_expect_at_birth_M,69.79
2008,Population_and_vital_statistics,avg_life_expect_at_birth_F,77.76
2008,Population_and_vital_statistics,death_by_infectious_and_parasitic,420
2008,Population_and_vital_statistics,death_by_neoplasm,32776
2008,Population_and_vital_statistics,death_by_circulatory_system_disease,64749
2008,Population_and_vital_statistics,death_by_respitory_system_disease,6231
2008,Population_and_vital_statistics,death_by_digestive_system_disease,8468
2008,Population_and_vital_statistics,death_by_accidents,4522
2008,Population_and_vital_statistics,death_by_suicides,2477
2008,Population_and_vital_statistics,death_by_other,10384
2009,Population_and_vital_statistics,population_0101_000,10031
2009,Population_and_vital_statistics,live_birth_total,96442
2009,Population_and_vital_statistics,live_birth_000_inhabitant,9.6
2009,Population_and_vital_statistics,deaths_total,130414
2009,Population_and_vital_statistics,deaths_000_inhabitant,13.0
2009,Population_and_vital_statistics,natural_incr_decr_toal,-33972
2009,Population_and_vital_statistics,natural_incr_decr_000_inhabitant,-3.4
2009,Population_and_vital_statistics,infant_mortality_000_live_born,5.1
2009,Population_and_vital_statistics,marriages_total,36730
2009,Population_and_vital_statistics,marriages_000_inhabitant,3.7
2009,Population_and_vital_statistics,divorces_total,23820
2009,Population_and_vital_statistics,divorces_000_inhabitant,2.4
2009,Population_and_vital_statistics,abortion_total,43181
2009,Population_and_vital_statistics,abortion_000_live_birth,44.8
2009,Population_and_vital_statistics,fertitlity_rate_total,1.33
2009,Population_and_vital_statistics,avg_life_expect_at_birth_M,70.05
2009,Population_and_vital_statistics,avg_life_expect_at_birth_F,77.89
2009,Population_and_vital_statistics,death_by_infectious_and_parasitic,493
2009,Population_and_vital_statistics,death_by_neoplasm,33174
2009,Population_and_vital_statistics,death_by_circulatory_system_disease,64921
2009,Population_and_vital_statistics,death_by_respitory_system_disease,6466
2009,Population_and_vital_statistics,death_by_digestive_system_disease,8217
2009,Population_and_vital_statistics,death_by_accidents,4401
2009,Population_and_vital_statistics,death_by_suicides,2461
2009,Population_and_vital_statistics,death_by_other,10281
2010,Population_and_vital_statistics,population_0101_000,10014
2010,Population_and_vital_statistics,live_birth_total,90335
2010,Population_and_vital_statistics,live_birth_000_inhabitant,9.0
2010,Population_and_vital_statistics,deaths_total,130456
2010,Population_and_vital_statistics,deaths_000_inhabitant,13.0
2010,Population_and_vital_statistics,natural_incr_decr_toal,-40121
2010,Population_and_vital_statistics,natural_incr_decr_000_inhabitant,-4.0
2010,Population_and_vital_statistics,infant_mortality_000_live_born,5.3
2010,Population_and_vital_statistics,marriages_total,35520
2010,Population_and_vital_statistics,marriages_000_inhabitant,3.6
2010,Population_and_vital_statistics,divorces_total,23873
2010,Population_and_vital_statistics,divorces_000_inhabitant,2.4
2010,Population_and_vital_statistics,abortion_total,40449
2010,Population_and_vital_statistics,abortion_000_live_birth,44.8
2010,Population_and_vital_statistics,fertitlity_rate_total,1.26
2010,Population_and_vital_statistics,avg_life_expect_at_birth_M,70.50
2010,Population_and_vital_statistics,avg_life_expect_at_birth_F,78.11
2010,Population_and_vital_statistics,death_by_infectious_and_parasitic,521
2010,Population_and_vital_statistics,death_by_neoplasm,33076
2010,Population_and_vital_statistics,death_by_circulatory_system_disease,65819
2010,Population_and_vital_statistics,death_by_respitory_system_disease,6524
2010,Population_and_vital_statistics,death_by_digestive_system_disease,7739
2010,Population_and_vital_statistics,death_by_accidents,4301
2010,Population_and_vital_statistics,death_by_suicides,2492
2010,Population_and_vital_statistics,death_by_other,9984
2011,Population_and_vital_statistics,population_0101_000,9986
2011,Population_and_vital_statistics,live_birth_total,88049
2011,Population_and_vital_statistics,live_birth_000_inhabitant,8.8
2011,Population_and_vital_statistics,deaths_total,128795
2011,Population_and_vital_statistics,deaths_000_inhabitant,12.9
2011,Population_and_vital_statistics,natural_incr_decr_toal,-40746
2011,Population_and_vital_statistics,natural_incr_decr_000_inhabitant,-4.1
2011,Population_and_vital_statistics,infant_mortality_000_live_born,4.9
2011,Population_and_vital_statistics,marriages_total,35812
2011,Population_and_vital_statistics,marriages_000_inhabitant,3.6
2011,Population_and_vital_statistics,divorces_total,23335
2011,Population_and_vital_statistics,divorces_000_inhabitant,2.3
2011,Population_and_vital_statistics,abortion_total,38443
2011,Population_and_vital_statistics,abortion_000_live_birth,43.7
2011,Population_and_vital_statistics,fertitlity_rate_total,1.24
2011,Population_and_vital_statistics,avg_life_expect_at_birth_M,70.93
2011,Population_and_vital_statistics,avg_life_expect_at_birth_F,78.23
2011,Population_and_vital_statistics,death_by_infectious_and_parasitic,616
2011,Population_and_vital_statistics,death_by_neoplasm,33274
2011,Population_and_vital_statistics,death_by_circulatory_system_disease,64250
2011,Population_and_vital_statistics,death_by_respitory_system_disease,6594
2011,Population_and_vital_statistics,death_by_digestive_system_disease,7306
2011,Population_and_vital_statistics,death_by_accidents,3948
2011,Population_and_vital_statistics,death_by_suicides,2422
2011,Population_and_vital_statistics,death_by_other,10385
2012,Population_and_vital_statistics,population_0101_000,9932
2012,Population_and_vital_statistics,live_birth_total,90269
2012,Population_and_vital_statistics,live_birth_000_inhabitant,9.1
2012,Population_and_vital_statistics,deaths_total,129440
2012,Population_and_vital_statistics,deaths_000_inhabitant,13.0
2012,Population_and_vital_statistics,natural_incr_decr_toal,-39171
2012,Population_and_vital_statistics,natural_incr_decr_000_inhabitant,-3.9
2012,Population_and_vital_statistics,infant_mortality_000_live_born,4.9
2012,Population_and_vital_statistics,marriages_total,36161
2012,Population_and_vital_statistics,marriages_000_inhabitant,3.6
2012,Population_and_vital_statistics,divorces_total,21830
2012,Population_and_vital_statistics,divorces_000_inhabitant,2.2
2012,Population_and_vital_statistics,abortion_total,36118
2012,Population_and_vital_statistics,abortion_000_live_birth,40.0
2012,Population_and_vital_statistics,fertitlity_rate_total,1.34
2012,Population_and_vital_statistics,avg_life_expect_at_birth_M,71.45
2012,Population_and_vital_statistics,avg_life_expect_at_birth_F,78.38
2012,Population_and_vital_statistics,death_by_infectious_and_parasitic,928
2012,Population_and_vital_statistics,death_by_neoplasm,33790
2012,Population_and_vital_statistics,death_by_circulatory_system_disease,64178
2012,Population_and_vital_statistics,death_by_respitory_system_disease,6790
2012,Population_and_vital_statistics,death_by_digestive_system_disease,6819
2012,Population_and_vital_statistics,death_by_accidents,3758
2012,Population_and_vital_statistics,death_by_suicides,2350
2012,Population_and_vital_statistics,death_by_other,10827
2013,Population_and_vital_statistics,population_0101_000,9909
2013,Population_and_vital_statistics,live_birth_total,88689
2013,Population_and_vital_statistics,live_birth_000_inhabitant,9.0
2013,Population_and_vital_statistics,deaths_total,126778
2013,Population_and_vital_statistics,deaths_000_inhabitant,12.8
2013,Population_and_vital_statistics,natural_incr_decr_toal,-38089
2013,Population_and_vital_statistics,natural_incr_decr_000_inhabitant,-3.9
2013,Population_and_vital_statistics,infant_mortality_000_live_born,5.1
2013,Population_and_vital_statistics,marriages_total,36986
2013,Population_and_vital_statistics,marriages_000_inhabitant,3.7
2013,Population_and_vital_statistics,divorces_total,20209
2013,Population_and_vital_statistics,divorces_000_inhabitant,2.0
2013,Population_and_vital_statistics,abortion_total,34891
2013,Population_and_vital_statistics,abortion_000_live_birth,39.3
2013,Population_and_vital_statistics,fertitlity_rate_total,1.34
2013,Population_and_vital_statistics,avg_life_expect_at_birth_M,72.01
2013,Population_and_vital_statistics,avg_life_expect_at_birth_F,78.73
2013,Population_and_vital_statistics,death_by_infectious_and_parasitic,904
2013,Population_and_vital_statistics,death_by_neoplasm,33274
2013,Population_and_vital_statistics,death_by_circulatory_system_disease,62979
2013,Population_and_vital_statistics,death_by_respitory_system_disease,7009
2013,Population_and_vital_statistics,death_by_digestive_system_disease,6390
2013,Population_and_vital_statistics,death_by_accidents,3654
2013,Population_and_vital_statistics,death_by_suicides,2093
2013,Population_and_vital_statistics,death_by_other,10475
2014,Population_and_vital_statistics,population_0101_000,9877
2014,Population_and_vital_statistics,live_birth_total,91510
2014,Population_and_vital_statistics,live_birth_000_inhabitant,9.3
2014,Population_and_vital_statistics,deaths_total,126308
2014,Population_and_vital_statistics,deaths_000_inhabitant,12.8
2014,Population_and_vital_statistics,natural_incr_decr_toal,-34798
2014,Population_and_vital_statistics,natural_incr_decr_000_inhabitant,-3.5
2014,Population_and_vital_statistics,infant_mortality_000_live_born,4.6
2014,Population_and_vital_statistics,marriages_total,38780
2014,Population_and_vital_statistics,marriages_000_inhabitant,3.9
2014,Population_and_vital_statistics,divorces_total,19576
2014,Population_and_vital_statistics,divorces_000_inhabitant,2.0
2014,Population_and_vital_statistics,abortion_total,32663
2014,Population_and_vital_statistics,abortion_000_live_birth,35.7
2014,Population_and_vital_statistics,fertitlity_rate_total,1.41
2014,Population_and_vital_statistics,avg_life_expect_at_birth_M,72.13
2014,Population_and_vital_statistics,avg_life_expect_at_birth_F,78.91
2014,Population_and_vital_statistics,death_by_infectious_and_parasitic,0
2014,Population_and_vital_statistics,death_by_neoplasm,0
2014,Population_and_vital_statistics,death_by_circulatory_system_disease,0
2014,Population_and_vital_statistics,death_by_respitory_system_disease,0
2014,Population_and_vital_statistics,death_by_digestive_system_disease,0
2014,Population_and_vital_statistics,death_by_accidents,0
2014,Population_and_vital_statistics,death_by_suicides,0
2014,Population_and_vital_statistics,death_by_other,0
2015,Population_and_vital_statistics,population_0101_000,9856
2015,Population_and_vital_statistics,live_birth_total,0
2015,Population_and_vital_statistics,live_birth_000_inhabitant,0
2015,Population_and_vital_statistics,deaths_total,0
2015,Population_and_vital_statistics,deaths_000_inhabitant,0
2015,Population_and_vital_statistics,natural_incr_decr_toal,0
2015,Population_and_vital_statistics,natural_incr_decr_000_inhabitant,0
2015,Population_and_vital_statistics,infant_mortality_000_live_born,0
2015,Population_and_vital_statistics,marriages_total,0
2015,Population_and_vital_statistics,marriages_000_inhabitant,0
2015,Population_and_vital_statistics,divorces_total,0
2015,Population_and_vital_statistics,divorces_000_inhabitant,0
2015,Population_and_vital_statistics,abortion_total,0
2015,Population_and_vital_statistics,abortion_000_live_birth,0
2015,Population_and_vital_statistics,fertitlity_rate_total,0
2015,Population_and_vital_statistics,avg_life_expect_at_birth_M,0
2015,Population_and_vital_statistics,avg_life_expect_at_birth_F,0
2015,Population_and_vital_statistics,death_by_infectious_and_parasitic,0
2015,Population_and_vital_statistics,death_by_neoplasm,0
2015,Population_and_vital_statistics,death_by_circulatory_system_disease,0
2015,Population_and_vital_statistics,death_by_respitory_system_disease,0
2015,Population_and_vital_statistics,death_by_digestive_system_disease,0
2015,Population_and_vital_statistics,death_by_accidents,0
2015,Population_and_vital_statistics,death_by_suicides,0
2015,Population_and_vital_statistics,death_by_other,0
1960,Employment_and_earnings,economically_active_population_0101,4735
1960,Employment_and_earnings,avg_gross_monthly_earnings_of_employees,1575
1961,Employment_and_earnings,economically_active_population_0101,4626
1961,Employment_and_earnings,avg_gross_monthly_earnings_of_employees,1599
1962,Employment_and_earnings,economically_active_population_0101,4544
1962,Employment_and_earnings,avg_gross_monthly_earnings_of_employees,1638
1963,Employment_and_earnings,economically_active_population_0101,4569
1963,Employment_and_earnings,avg_gross_monthly_earnings_of_employees,1702
1964,Employment_and_earnings,economically_active_population_0101,4653
1964,Employment_and_earnings,avg_gross_monthly_earnings_of_employees,1757
1965,Employment_and_earnings,economically_active_population_0101,4649
1965,Employment_and_earnings,avg_gross_monthly_earnings_of_employees,1766
1966,Employment_and_earnings,economically_active_population_0101,4666
1966,Employment_and_earnings,avg_gross_monthly_earnings_of_employees,1856
1967,Employment_and_earnings,economically_active_population_0101,4710
1967,Employment_and_earnings,avg_gross_monthly_earnings_of_employees,1915
1968,Employment_and_earnings,economically_active_population_0101,4802
1968,Employment_and_earnings,avg_gross_monthly_earnings_of_employees,1928
1969,Employment_and_earnings,economically_active_population_0101,4979
1969,Employment_and_earnings,avg_gross_monthly_earnings_of_employees,2012
1970,Employment_and_earnings,economically_active_population_0101,5127
1970,Employment_and_earnings,avg_gross_monthly_earnings_of_employees,2222
1971,Employment_and_earnings,economically_active_population_0101,5440
1971,Employment_and_earnings,avg_gross_monthly_earnings_of_employees,2325
1972,Employment_and_earnings,economically_active_population_0101,5491
1972,Employment_and_earnings,avg_gross_monthly_earnings_of_employees,2450
1973,Employment_and_earnings,economically_active_population_0101,5531
1973,Employment_and_earnings,avg_gross_monthly_earnings_of_employees,2629
1974,Employment_and_earnings,economically_active_population_0101,5563
1974,Employment_and_earnings,avg_gross_monthly_earnings_of_employees,2831
1975,Employment_and_earnings,economically_active_population_0101,5634
1975,Employment_and_earnings,avg_gross_monthly_earnings_of_employees,3018
1976,Employment_and_earnings,economically_active_population_0101,5679
1976,Employment_and_earnings,avg_gross_monthly_earnings_of_employees,3174
1977,Employment_and_earnings,economically_active_population_0101,5777
1977,Employment_and_earnings,avg_gross_monthly_earnings_of_employees,3413
1978,Employment_and_earnings,economically_active_population_0101,5742
1978,Employment_and_earnings,avg_gross_monthly_earnings_of_employees,3687
1979,Employment_and_earnings,economically_active_population_0101,5736
1979,Employment_and_earnings,avg_gross_monthly_earnings_of_employees,3877
1980,Employment_and_earnings,economically_active_population_0101,5470
1980,Employment_and_earnings,avg_gross_monthly_earnings_of_employees,4098
1981,Employment_and_earnings,economically_active_population_0101,5447
1981,Employment_and_earnings,avg_gross_monthly_earnings_of_employees,4364
1982,Employment_and_earnings,economically_active_population_0101,5437
1982,Employment_and_earnings,avg_gross_monthly_earnings_of_employees,4651
1983,Employment_and_earnings,economically_active_population_0101,5413
1983,Employment_and_earnings,avg_gross_monthly_earnings_of_employees,4862
1984,Employment_and_earnings,economically_active_population_0101,5392
1984,Employment_and_earnings,avg_gross_monthly_earnings_of_employees,5452
1985,Employment_and_earnings,economically_active_population_0101,5373
1985,Employment_and_earnings,avg_gross_monthly_earnings_of_employees,5961
1986,Employment_and_earnings,economically_active_population_0101,5361
1986,Employment_and_earnings,avg_gross_monthly_earnings_of_employees,6435
1987,Employment_and_earnings,economically_active_population_0101,5371
1987,Employment_and_earnings,avg_gross_monthly_earnings_of_employees,6987
1988,Employment_and_earnings,economically_active_population_0101,5284
1988,Employment_and_earnings,avg_gross_monthly_earnings_of_employees,8968
1989,Employment_and_earnings,economically_active_population_0101,5216
1989,Employment_and_earnings,avg_gross_monthly_earnings_of_employees,10571
1990,Employment_and_earnings,economically_active_population_0101,5108
1990,Employment_and_earnings,avg_gross_monthly_earnings_of_employees,13446
1991,Employment_and_earnings,economically_active_population_0101,5022
1991,Employment_and_earnings,avg_gross_monthly_earnings_of_employees,17934
1992,Employment_and_earnings,economically_active_population_0101,4876
1992,Employment_and_earnings,avg_gross_monthly_earnings_of_employees,22294
1993,Employment_and_earnings,economically_active_population_0101,4774
1993,Employment_and_earnings,avg_gross_monthly_earnings_of_employees,27173
1994,Employment_and_earnings,economically_active_population_0101,4541
1994,Employment_and_earnings,avg_gross_monthly_earnings_of_employees,33309
1995,Employment_and_earnings,economically_active_population_0101,4346
1995,Employment_and_earnings,avg_gross_monthly_earnings_of_employees,38900
1996,Employment_and_earnings,economically_active_population_0101,4279
1996,Employment_and_earnings,avg_gross_monthly_earnings_of_employees,46837
1997,Employment_and_earnings,economically_active_population_0101,4251
1997,Employment_and_earnings,avg_gross_monthly_earnings_of_employees,57270
1998,Employment_and_earnings,economically_active_population_0101,4263
1998,Employment_and_earnings,avg_gross_monthly_earnings_of_employees,67764
1999,Employment_and_earnings,economically_active_population_0101,4263
1999,Employment_and_earnings,avg_gross_monthly_earnings_of_employees,77187
2000,Employment_and_earnings,economically_active_population_0101,4349
2000,Employment_and_earnings,avg_gross_monthly_earnings_of_employees,87645
2001,Employment_and_earnings,economically_active_population_0101,4319
2001,Employment_and_earnings,avg_gross_monthly_earnings_of_employees,103553
2002,Employment_and_earnings,economically_active_population_0101,4296
2002,Employment_and_earnings,avg_gross_monthly_earnings_of_employees,122482
2003,Employment_and_earnings,economically_active_population_0101,4321
2003,Employment_and_earnings,avg_gross_monthly_earnings_of_employees,137193
2004,Employment_and_earnings,economically_active_population_0101,4352
2004,Employment_and_earnings,avg_gross_monthly_earnings_of_employees,145520
2005,Employment_and_earnings,economically_active_population_0101,4382
2005,Employment_and_earnings,avg_gross_monthly_earnings_of_employees,158343
2006,Employment_and_earnings,economically_active_population_0101,4403
2006,Employment_and_earnings,avg_gross_monthly_earnings_of_employees,171351
2007,Employment_and_earnings,economically_active_population_0101,4412
2007,Employment_and_earnings,avg_gross_monthly_earnings_of_employees,185017
2008,Employment_and_earnings,economically_active_population_0101,4400
2008,Employment_and_earnings,avg_gross_monthly_earnings_of_employees,198964
2009,Employment_and_earnings,economically_active_population_0101,4376
2009,Employment_and_earnings,avg_gross_monthly_earnings_of_employees,199837
2010,Employment_and_earnings,economically_active_population_0101,4430
2010,Employment_and_earnings,avg_gross_monthly_earnings_of_employees,202525
2011,Employment_and_earnings,economically_active_population_0101,4435
2011,Employment_and_earnings,avg_gross_monthly_earnings_of_employees,213094
2012,Employment_and_earnings,economically_active_population_0101,4449
2012,Employment_and_earnings,avg_gross_monthly_earnings_of_employees,223060
2013,Employment_and_earnings,economically_active_population_0101,4500
2013,Employment_and_earnings,avg_gross_monthly_earnings_of_employees,230714
2014,Employment_and_earnings,economically_active_population_0101,0
2014,Employment_and_earnings,avg_gross_monthly_earnings_of_employees,237736
1960,Culture,published_books,2972
1960,Culture,copies,34.7
1960,Culture,stock_of_public_libraries,11115
1960,Culture,nr_registered_public_library_users,1627
1960,Culture,cinema_visits,140060
1960,Culture,theatre_visits,6429
1960,Culture,museum_visits,3640
1961,Culture,published_books,3444
1961,Culture,copies,40.2
1961,Culture,stock_of_public_libraries,11553
